"id","nim_dinus","job_date","job_host","job_agent","ta"
27486,"991168248899518c154b4fca878bea7f",2024-02-20 12:47:08.000,"27.124.95.13","Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/121.0.6167.171 Mobile/15E148 Safari/604.1",20232
27487,"78980b5b634b37e86a0fd9709619bdbd",2024-02-20 12:47:16.000,"104.28.251.242",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0,20232
27488,af1aecf8f38a317069650e94cb461894,2024-02-20 12:47:22.000,"192.168.41.65","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27489,"36949d170e2556bbb8a4da78f1d18c87",2024-02-20 12:47:24.000,"180.253.70.27","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27490,aaf25a045e689380794693c38a1a9846,2024-02-20 12:47:54.000,"182.2.42.17","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",20232
27491,"8f5bcac0b4fb129c5e07c90b1f10b665",2024-02-20 12:47:57.000,"103.159.194.183","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27492,c6203c777c2d3c1a8cd07ae39febe5f5,2024-02-20 12:48:05.000,"182.253.89.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27493,"422001bc9bf0ee69cdf3ea7ff5740d55",2024-02-20 12:48:08.000,"182.253.89.37","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27494,bbfc0bb5c09471d59076c9d522de2be5,2024-02-20 12:48:11.000,"114.79.18.149","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",20232
27495,"00b3a31ba290c703151f783428e0691a",2024-02-20 12:48:12.000,"112.215.167.203","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27496,"26214a4089500bf7fbb027e622e8a4db",2024-02-20 12:48:17.000,"36.68.55.191","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",20232
27497,edd9e236a1d834e3c895b966d0781823,2024-02-20 12:48:20.000,"103.208.207.200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27498,bca02d2977d53ca1dbfe270f3aba05bb,2024-02-20 12:48:29.000,"36.68.55.113","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27499,"23dfe807afb660ae5fccc3a8f6b47658",2024-02-20 12:48:30.000,"114.10.16.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27500,"3ac68e0e2a9c4a3d89c5804985c68235",2024-02-20 12:48:57.000,"202.80.216.143","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27501,"94171448a783e216378dae0b28596e7c",2024-02-20 12:49:26.000,"114.10.20.146","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",20232
27502,"40dfed5645228e91bc0be0e4a810cee0",2024-02-20 12:49:27.000,"182.1.117.96","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/121.0.6167.171 Mobile/15E148 Safari/604.1",20232
27503,"94171448a783e216378dae0b28596e7c",2024-02-20 12:49:32.000,"114.10.20.146","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",20232
27504,"54decb9cc1886848479f17ba6b42304b",2024-02-20 12:50:04.000,"202.145.5.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27505,ec4f8e58a6e91b1d7fc78c0af6c03bce,2024-02-20 12:51:04.000,"140.213.107.150","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27506,"540c407b5aabf33dcf9effe7652d164a",2024-02-20 12:51:09.000,"36.73.47.144","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27507,cd0155cb86f5b02f3f321ef8f45a9dd7,2024-02-20 12:51:15.000,"103.162.237.249","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",20232
27508,"44d5b8b97b3ee824cc8419e333cbec53",2024-02-20 12:51:21.000,"36.71.80.106","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27509,"35c4d59e18358b801cd804ed6b4925f4",2024-02-20 12:51:22.000,"36.71.80.45","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27510,"9f3a140ba86557ac09c0b688c34f065a",2024-02-20 12:51:24.000,"36.90.108.49","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27511,"2b5cdf4ddd2102b1b6e90a9e18049b99",2024-02-20 12:51:25.000,"104.28.251.244","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27512,"282892552096792ad808f5a08532e8c1",2024-02-20 12:52:17.000,"182.2.38.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27513,"842b9fd617492f1872ea5e9397e654cb",2024-02-20 12:52:31.000,"103.105.28.154","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",20232
27514,e3b01fdd514e0e9355ffbe71108a031e,2024-02-20 12:52:46.000,"103.208.207.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27515,ed51dc5078af057ed2c796d5c0e7dd00,2024-02-20 12:53:01.000,"112.215.208.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27516,"908f314b7b6506158bc92fd17e5c2c92",2024-02-20 12:53:03.000,"192.168.41.139","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27517,"33cb5e9e04bb45d1e3b58a4b9eac9dd1",2024-02-20 12:53:16.000,"103.208.207.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27518,e8e606884b1b9058af6388cfeb79dd0d,2024-02-20 12:53:32.000,"182.2.52.230","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",20232
27519,"1a42b3ec2e9eeea0689f96e52441bd70",2024-02-20 12:53:32.000,"103.208.207.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27520,e3099843d7fd698a4c8cf32e865112fa,2024-02-20 12:53:34.000,"180.253.73.209","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27521,"2ba27f5be5ca01c0ef48bcee4fb1a939",2024-02-20 12:53:36.000,"66.96.225.80","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27522,"1d7bb732a6bbbde58d996d6094fecc35",2024-02-20 12:53:39.000,"182.2.40.254","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27523,"1d94fa516af8131bad25661a34efb510",2024-02-20 12:53:56.000,"182.253.109.176","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27524,"536ba1ff20fc7344ae8eccb5c3b5fe42",2024-02-20 12:54:20.000,"182.2.39.228","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27525,"26cff41811586d5194e06168a4e18815",2024-02-20 12:54:20.000,"36.68.55.163","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27526,"3aade53a745f82ee0b5920ec8daef699",2024-02-20 12:54:28.000,"180.246.72.255","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27527,dcd62edc3d52b4b8a0bc44129aebcdbb,2024-02-20 12:54:32.000,"36.68.8.69",Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0,20232
27528,"0114a981b320551d80ec1e5b3d38d8ab",2024-02-20 12:54:37.000,"180.254.248.8","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27529,"1a31bccb75f6ca2443bcaac3c9f34e75",2024-02-20 12:54:55.000,"36.68.55.32","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",20232
27530,"1fc2cca44f97bd754a96110e5b6d30c8",2024-02-20 12:54:57.000,"36.71.81.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27531,ac3ca8eea7f663ee6a75a76b99e5c12f,2024-02-20 12:55:07.000,"103.162.237.52","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27532,"44728abc9af889cb29bca34ebcdb4301",2024-02-20 12:55:14.000,"114.122.73.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27533,"71fd5a1ff830d0c1db1380f029a0e89d",2024-02-20 12:55:28.000,"36.65.185.182",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0,20232
27534,"1adb81136cc30009b0e225ca5998c510",2024-02-20 12:55:42.000,"103.208.103.6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27535,c3c777fb12e7fc85c876ec257ce267e4,2024-02-20 12:55:43.000,"103.162.237.49","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27536,c915bcbcdbe174e3e87f9e62b19555eb,2024-02-20 12:55:46.000,"114.10.9.180","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27537,c915bcbcdbe174e3e87f9e62b19555eb,2024-02-20 12:55:48.000,"114.10.9.180","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27538,"216adccfaf720b7582292997a4b36581",2024-02-20 12:55:49.000,"36.71.84.175","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27539,"8978815272943df93e907f337eeb733a",2024-02-20 12:55:51.000,"103.159.195.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27540,"4d3ab89c6fc09dca6e79e5546a354f8b",2024-02-20 12:56:03.000,"36.68.9.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27541,ff91244cebdf0d8783af4c82968b18c5,2024-02-20 12:56:03.000,"182.2.52.89","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27542,f152d22c2d885a230f9629eaf68f46dd,2024-02-20 12:56:23.000,"104.28.251.244","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27543,"3c5aac91ddcff24caa8e88234c16a95f",2024-02-20 12:56:46.000,"103.13.204.38","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27544,c61b423b5a3d9ad95acc61424b984f5b,2024-02-20 12:57:12.000,"158.140.166.170","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27545,"016e4609493321e222928515286de1e1",2024-02-20 12:57:14.000,"103.105.35.89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",20232
27546,"7250ee7eff691df936230d7c4e0a5c1a",2024-02-20 12:58:04.000,"175.158.55.109","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27547,dfdb4563a06713b2dbfc579e1508b70e,2024-02-20 12:58:13.000,"36.80.171.160","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27548,"24d1b07db08c859a4f0732d7df59260b",2024-02-20 12:58:17.000,"36.68.52.16","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",20232
27549,e0fb91239a379cf6625f52efa623e91c,2024-02-20 12:58:24.000,"36.75.64.149","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27550,"111cadca2c8d0af4e5c4a41e383e09ce",2024-02-20 12:58:24.000,"114.79.16.102","Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.101 Safari/537.36",20232
27551,"62402927f2b88f88eff39781a5688f3c",2024-02-20 12:58:40.000,"103.186.91.77","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27552,"04c3f6c751a4877908bda6f110ab6c73",2024-02-20 12:58:48.000,"36.68.8.57","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27553,"9b469d8341d25c9b6b4fd33b7b5a6e98",2024-02-20 12:58:55.000,"103.208.207.207","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",20232
27554,"1e8a1c1fce5ffaf12ea6cd85ab50e3ac",2024-02-20 12:58:58.000,"104.28.241.31","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27555,"389bb67cb06d7ef428146e72e8f5bdab",2024-02-20 12:59:03.000,"114.79.23.198","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27556,f369a7d2de59380b6eb9bccbfe32e85b,2024-02-20 12:59:04.000,"36.79.77.124","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",20232
27557,d1b6c6accd45e3b6c63f7d63bd8cafd3,2024-02-20 12:59:04.000,"114.10.7.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27558,"2f719f67f6f6480e190fb7921b0f19e8",2024-02-20 12:59:52.000,"103.208.207.207","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27559,a3148a210d5e5afabfda3e34cd9b4356,2024-02-20 13:00:00.000,"103.186.90.111","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27560,"1e2a449145e97c37a09ca9638652f865",2024-02-20 13:00:04.000,"203.78.123.252","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27561,"014eebb1ce57d8a65ad70c4b728fbe4b",2024-02-20 13:00:08.000,"158.140.170.236","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27562,"1bbdda12fde499939edf38b33b596550",2024-02-20 13:00:08.000,"180.246.118.182","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27563,"275b89b1dc99d10175f740684253f356",2024-02-20 13:00:23.000,"103.120.173.249","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27564,"405df6b801ce499c61955468cd2dd9f5",2024-02-20 13:00:23.000,"36.71.82.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27565,c6160ad0c04aa2dd17fb383336f76389,2024-02-20 13:00:28.000,"139.195.115.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27566,b93c29bf9a11e92cffbc017b5ae84ecb,2024-02-20 13:00:45.000,"103.13.204.120","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27567,"042a3b862cb9ccc82ee0b053239d757b",2024-02-20 13:00:55.000,"202.57.25.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27568,"5ab32a17484256ce2d76b45da1782795",2024-02-20 13:01:11.000,"182.2.38.83","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0",20232
27569,f01771d285af61293f12df0a75a47293,2024-02-20 13:01:19.000,"36.68.9.211","Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",20232
27570,"848f48b187d7caaffc99283c15e3b3ab",2024-02-20 13:01:32.000,"36.68.54.240","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27571,"00888fa310c2aee69f83256fbdef4e45",2024-02-20 13:01:54.000,"182.2.50.249","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27572,adb64ce58de9bf520f1d22452cf140d8,2024-02-20 13:02:06.000,"175.158.55.232","Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",20232
27573,fe1dc93f08cd59647feb041f904fbb1b,2024-02-20 13:02:13.000,"36.71.81.73","Mozilla/5.0 (Linux; Android 12; vivo 1919) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",20232
27574,"1d1f75461ae0b5b312cc0ebbd8d13873",2024-02-20 13:02:44.000,"36.80.165.103","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/121.0.6167.171 Mobile/15E148 Safari/604.1",20232
27575,ba507c1519e8bee30e474c7a56592462,2024-02-20 13:02:54.000,"36.73.35.160","Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",20232
27576,b447dd5ddd8c8028d9ac5397a7015d48,2024-02-20 13:03:03.000,"36.80.165.103",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0,20232
27577,"12df0e20755be8bb8399567baa1898a2",2024-02-20 13:03:03.000,"36.80.165.103","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27578,ab22872242984e8aa6c3ef842c0f81ec,2024-02-20 13:03:03.000,"36.80.165.103","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27579,c6fdd5cc5c2633c2cb61b1ed2033c51e,2024-02-20 13:03:05.000,"180.246.59.56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0",20232
27580,"842919da98a99f382952e5d11fe455e6",2024-02-20 13:03:15.000,"192.168.35.187","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27581,c9e9e83870de32912310cfb4cdb07d48,2024-02-20 13:03:43.000,"36.71.84.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27582,ea550fdbfb697f0898dad132d0ecfb27,2024-02-20 13:03:55.000,"36.80.165.103","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27583,"08445c2e6e0ded39fab66d80dc23ee3f",2024-02-20 13:03:55.000,"36.72.214.191","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",20232
27584,"08445c2e6e0ded39fab66d80dc23ee3f",2024-02-20 13:03:56.000,"36.72.214.191","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",20232
27585,"361a1fa395c1585dbbebb61251f98525",2024-02-20 13:04:59.000,"36.71.84.28","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27586,cfcba65c167f97ba5b12bf055463bdbe,2024-02-20 13:05:06.000,"180.253.79.125","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27587,"34caaf5faac60a11c83b49cb61825c5c",2024-02-20 13:05:22.000,"182.2.39.110","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1",20232
27588,e1add56f36071c91d9ee91dd74094c7b,2024-02-20 13:05:28.000,"116.254.112.207","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27589,af5f976aeac115bc2d7047bb9f27adbc,2024-02-20 13:05:31.000,"103.165.157.158","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/303.0.605094169 Mobile/15E148 Safari/604.1",20232
27590,"0a6a2c1a89d5f6150c4571b5a34aa779",2024-02-20 13:06:11.000,"125.166.2.216","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27591,"50dae6166e49fadceeb3122e821e73e3",2024-02-20 13:06:23.000,"36.68.55.110","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",20232
27592,"5e76e979cf2aeba44fd9b32b38da0833",2024-02-20 13:06:26.000,"103.120.173.249","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27593,"341c89f3e36aa06a11902e275b588f4a",2024-02-20 13:06:40.000,"125.166.169.178","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
